	-2500:-2401	-2400:-2301	-2300:-2201	-2200:-2101	-2100:-2001	-2000:-1901	-1900:-1801	-1800:-1701	-1700:-1601	-1600:-1501	-1500:-1401	-1400:-1301	-1300:-1201	-1200:-1101	-1100:-1001	-1000:-901	-900:-801	-800:-701	-700:-601	-600:-501	-500:-401	-400:-301	-300:-201	-200:-101	-100:-1	0:99	100:199	200:299	300:399	400:499	500:599	600:699	700:799	800:899	900:999	1000:1099	1100:1199	1200:1299	1300:1399	1400:1499	1500:1599	1600:1699	1700:1799	1800:1899	1900:1999	2000:2099	2100:2199	2200:2299	2300:2399	2400:2499
TSS_00329	136.96	11.04	0	0	74	100	38	100	88	0	0	0.4	83.36	196.84	116.64	11.76	100.24	231.76	201.2	198.8	198.56	60.44	0	0	0	0	0	0	41.28	284.72	471.72	529.12	898.16	991.08	987.92	848.08	329.92	264	299.8	489.88	769.52	493.12	132.64	188.04	180.44	193.56	188.6	18.4	0	0
TSS_00330	170	19	0	0	0	0	6.84	96.16	93.16	11.76	98.08	93.16	308.84	456.92	199.2	136.88	102.52	146.48	212.36	223	297.96	747.44	2222.68	3781.44	3121.68	1276.44	436.68	208.32	200	179	101.08	128.92	98.92	30.08	100	102	209.44	368.56	201.36	200.64	239.2	295.8	250	17	6.84	96.16	158.16	203.84	320.08	507.92
TSS_00331	216.24	50.6	199.96	388.36	221.04	107.8	130.04	410.96	544.96	306.04	204	83	102	264	405.88	968.12	2379.64	4105.84	3841.88	1652.16	270.6	20.92	367.44	784.48	680.56	588.48	475	216	153.52	199.48	189.48	242.4	385.12	274.44	327.56	323.68	132.36	158.96	88.96	1.04	0	218	400	268	100	15.44	88.56	98.56	11.44	0
TSS_00332	120.36	230	188	26	0	25	100	75	0	0	51	130.28	457.72	691.72	537.28	293	198.68	273.96	327.12	473.68	677.12	661.36	355.88	172.2	95.2	3.8	48	171	152	82	100	115	148	267	344	338.12	592.88	629.76	334.24	200.96	193.04	306.44	453.56	542.72	532.28	418.64	386.36	329.8	201.2	134.56
TSS_00335	499.44	651.08	792.16	511.84	262.04	244.56	617.08	971.8	1033.92	1264.24	1772.4	1432.4	496.6	355	519.4	794.68	878.52	1090.88	1592.96	1720.48	1596.68	2360.92	2328.6	1669.88	2149.4	2618.76	2435.12	1456.28	1011.6	1088.64	1359.6	1599.76	1409	1406.4	1488.16	1209.04	553.12	458.12	540.84	852.68	1106.32	856.64	698.52	683.12	625.04	415.72	459.12	679	673	333
TSS_00340	66	200.56	217.44	99.44	38.48	495.08	727.08	444.64	336.28	160.28	14.72	30.68	196.32	274.04	486.88	907.32	1126.84	957.2	720.72	555.32	363.68	306.44	310.56	269.48	356.52	449.52	547.48	600	291	50	25.16	178.84	174.84	21.16	0	26	100	74	1.68	96.32	106.32	178.68	320	425	272	0.48	82.52	99.52	128.08	295.4
TSS_00344	283.28	218.04	85.96	100	49	0	14	100	86	0	4.08	174.92	198.08	112.92	186.84	212.16	148	200	163	66	200	134	22	100	78	0	6.96	251.2	538.88	500.12	506.84	655.68	534.72	733.6	862.08	605.92	450.52	194.32	193.16	159.16	37.84	100	69	0	0	59	100	41	0	81
TSS_00347	5819.72	4245.48	1973.6	510.2	57	0	0	0	101	441	519	310.56	335.44	353.44	283.56	195	136.56	189.44	131.72	157.28	280.72	153.28	12	0	133	307.16	410.88	397.56	393.16	486.48	355.96	208.8	213.12	303.32	444.84	495.08	340.24	101.6	66.8	111.2	226.8	245.8	127.52	221.68	302.68	247.32	185	74	44.56	294.44
TSS_00348	0	66	100	34	0	0	38	100	110	356	452	228	213	358	349	241	370	605	695	496	274	216	99	0	0	122	200	78	22	130	347	303	384	647	490	236	238	284	196	177	318	404	310	219	95	47	300	259	100	94
TSS_00349	294.6	386.2	353.8	225.8	189.2	204.2	210.8	218.8	263	314.8	433.6	533.2	303.6	135	100	25	13.6	254.4	721.2	899.8	465.2	56.2	185.6	275.2	416.8	514.4	261.4	353.2	438.4	377.4	395	201.4	148.8	238	237	395	460.2	428.8	298.8	106.2	144	196	114	4	3.2	97.4	222.2	372.6	274.6	30
